"col0","col1","col2","col3","col4","col5","col6","col7","col8","partition_0"
"area","att","n","area_n1","area%1:15:01::","107980485","a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography); ","it was a mountainous area; Bible country",,"auto"
"area","loc","n","area_n1","area%1:15:01::","107980485","a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography); ","it was a mountainous area; Bible country",,"auto"
"arise","act","v","arise_v1","arise%2:42:00::","202546120","come into existence; take on form or shape; ","A new religious movement originated in that country; a love that sprang up from friendship; the idea for the book grew out of a short story; An interesting phenomenon uprose",,"auto"
"arizona","loc","","","","","","",,"auto"
"arm","bpart","n","arm_n1","arm%1:08:00::","105245410","a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb","",,"auto"
"arm","obj","n","arm_n1","arm%1:08:00::","105245410","a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb","",,"auto"
"around","prep","r","around_r1","around%4:02:01::","400071940","in the area or vicinity; ","a few spectators standing about; hanging around; waited around for the next flight",,"auto"
"arranging","der","n","arranging_n1","arranging%1:04:00::","100883218","the act of arranging and adapting a piece of music","",,"auto"
"arrive","act","v","come_v2","arrive%2:38:00::","201947900","reach a destination; arrive by movement or progress; ","She arrived home at 7 o'clock; She didn't get to Chicago until after midnight",,"auto"
"arriving","der","","","","","","",,"auto"
"articulate","act","adj","articulate_a1","articulate%3:00:00::","300155259","expressing yourself easily or characterized by clear expressive language; ","articulate speech; an articulate orator; articulate beings",,"auto"
"articulate","quality","adj","articulate_a1","articulate%3:00:00::","300155259","expressing yourself easily or characterized by clear expressive language; ","articulate speech; an articulate orator; articulate beings",,"auto"
"ash","obj","n","ash_n1","ash%1:27:01::","113926676","the residue that remains when something is burned","",,"auto"
"aspect","abs","n","aspect_n1","aspect%1:09:00::","105511743","a distinct feature or element in a problem; ","he studied every facet of the question",,"auto"
"assembly","abs","n","assembly_n1","assembly%1:06:00::","102654494","a group of machine parts that fit together to form a self-contained unit","",,"auto"
"assessment","abs","n","assessment_n1","assessment%1:09:00::","105400988","the classification of someone or something with respect to its worth","",,"auto"
"assist","act","v","help_v1","assist%2:41:02::","202472355","give help or assistance; be of service; ","Everyone helped out during the earthquake; Can you help me carry this table?; She never helps around the house",,"auto"
"associate","act","v","associate_v1","associate%2:31:00::","200689759","make a logical or causal connection; ","I cannot connect these two pieces of evidence in my mind; colligate these facts; I cannot relate these events at all",,"auto"
"associate","human","v","associate_v1","associate%2:31:00::","200689759","make a logical or causal connection; ","I cannot connect these two pieces of evidence in my mind; colligate these facts; I cannot relate these events at all",,"auto"
"association","nom","n","association_n1","association%1:14:00::","107560389","a formal organization of people or groups of people; ","he joined the Modern Language Association",,"auto"
"astronaut","human","n","spaceman_n1","astronaut%1:18:00::","109192375","a person trained to travel in a spacecraft; ","the Russians called their astronauts cosmonauts",,"auto"
"astronomy","abs","n","astronomy_n1","astronomy%1:09:00::","105731244","the branch of physics that studies celestial bodies and the universe as a whole","",,"auto"
"at","prep","n","at_n2","at%1:23:00::","112909239","100 at equal 1 kip","",,"auto"
"atlantic","loc","","","","","","",,"auto"
"atmosphere","abs","n","atmosphere_n1","atmosphere%1:26:01::","113697183","a particular environment or surrounding influence; ","there was an atmosphere of excitement",,"auto"
"atop","prep","r","atop_r1","atop%4:02:00::","400279095","on, to, or at the top","",,"auto"
"attach","act","v","attach_v1","attach%2:35:01::","201257892","cause to be attached","",,"auto"
"attempt","abs","v","try_v1","attempt%2:41:00::","202454930","make an effort or attempt; ","He tried to shake off his fears; The infant had essayed a few wobbly steps; The police attempted to stop the thief; He sought to improve himself; She always seeks to do good in the world",,"auto"
"attempt","act","v","try_v1","attempt%2:41:00::","202454930","make an effort or attempt; ","He tried to shake off his fears; The infant had essayed a few wobbly steps; The police attempted to stop the thief; He sought to improve himself; She always seeks to do good in the world",,"auto"
"attempting","der","","","","","","",,"auto"
"attitude","abs","n","attitude_n1","attitude%1:09:00::","105817574","a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways; ","he had the attitude that work was fun",,"auto"
"attract","act","v","attract_v1","attract%2:35:00::","201463020","direct toward itself or oneself by means of some psychological power or physical attributes; ","Her good looks attract the stares of many men; The ad pulled in many potential customers; This pianist pulls huge crowds; The store owner was happy that the ad drew in many new customers",,"auto"
"attracted","state","","","","","","",,"auto"
"attraction","nom","n","attraction_n1","attraction%1:19:00::","110688069","the force by which one object attracts another","",,"auto"
"attribute","abs","v","attribute_v1","attribute%2:31:00::","200702302","attribute or credit to; ","We attributed this quotation to Shakespeare; People impute great cleverness to cats",,"auto"
"auditory","quality","adj","audile_a1","auditory%3:01:00::","302734782","of or relating to the process of hearing; ","auditory processing; an audile person",,"auto"
"august","?","adj","grand_s2","august%5:00:00:noble:02","301542090","of or befitting a lord; ","heir to a lordly fortune; of august lineage",,"auto"
"availability","abs","n","availability_n1","availability%1:07:00::","104518979","the quality of being at hand when needed","",,"auto"
"available","quality","adj","available_a1","available%3:00:00::","300186909","obtainable or accessible and ready for use or service; ","kept a fire extinguisher available; much information is available through computers; available in many colors; the list of available candidates is unusually long",,"auto"
"average","quality","adj","average_s1","average%5:00:02:normal:01","301544898","approximating the statistical norm or average or expected value; ","the average income in New England is below that of the nation; of average height for his age; the mean annual rainfall",,"auto"
"avoid","act","v","avoid_v1","avoid%2:32:00::","200785083","stay clear from; keep away from; keep out of the way of someone or something; ","Her former friends now avoid her",,"auto"
"avoiding","der","","","","","","",,"auto"
"aware","quality","adj","mindful_a1","aware%3:00:04::","301914048","bearing in mind; attentive to; ","ever mindful of her health; mindful of his responsibilities; mindful of these criticisms, I shall attempt to justify my action",,"auto"
"away","prep","r","away_r1","away%4:02:00::","400235869","from a particular thing or place or position (`forth' is obsolete); ","ran away from the lion; wanted to get away from there; sent the children away to boarding school; the teacher waved the children away from the dead animal; went off to school; they drove off; go forth and preach",,"auto"
"ax","obj","n","axe_n1","ax%1:06:00::","102668356","an edge tool with a heavy bladed head mounted across a handle","",,"auto"
"ax","tool","n","axe_n1","ax%1:06:00::","102668356","an edge tool with a heavy bladed head mounted across a handle","",,"auto"
"axis","abs","n","axis_n1","axis%1:09:00::","105653839","a straight line through a body or figure that satisfies certain conditions","",,"auto"
"axle","obj","n","axle_n1","axle%1:06:00::","102669073","a shaft on which a wheel rotates","",,"auto"
"b","?","n","b_n6","b%1:23:00::","112847963","(physics) a unit of nuclear cross section; the effective circular area that one particle presents to another as a target for an encounter","",,"auto"
"baby","human","n","baby_n1","baby%1:18:00::","109201456","a very young child (birth to 1 year) who has not yet begun to walk or talk; ","isn't she too young to have a baby?",,"auto"
"back","bpart","r","back_r1","back%4:02:04::","400076044","in or to or toward a former location; ","she went back to her parents' house",,"auto"
"back","posn","r","back_r1","back%4:02:04::","400076044","in or to or toward a former location; ","she went back to her parents' house",,"auto"
"background","abs","n","background_n1","background%1:07:00::","104672981","a person's social heritage: previous experience or training; ","he is a lawyer with a sports background",,"auto"
"background","posn","n","background_n1","background%1:07:00::","104672981","a person's social heritage: previous experience or training; ","he is a lawyer with a sports background",,"auto"
"bacterium","living","n","bacteria_n1","bacterium%1:05:00::","101274580","(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered plants","",,"auto"
"bacterium","obj","n","bacteria_n1","bacterium%1:05:00::","101274580","(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered plants","",,"auto"
