col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
4773,A(n),Toque macaque,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4774,A(n),Lesser panda,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4775,A(n),Masked palm civet,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4776,A(n),Allied rock wallaby,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4777,A(n),Parma wallaby,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4778,A(n),Three-toed tree sloth,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4779,A(n),Black-footed rock wallaby,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4780,A(n),Black-tailed jack rabbit,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4781,A(n),European hare,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4782,A(n),Mountain hare,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4783,A(n),Bat-eared fox,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4784,A(n),Red fox,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4785,A(n),Red-legged pademelon,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4786,A(n),Otter civet,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4787,A(n),Woodchuck,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4788,A(n),Cape fox,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4789,A(n),Booted macaque,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4790,A(n),Prehensile-tailed porcupine,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4791,A(n),Maned sloth,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4792,A(n),Lesser mouse-deer,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4793,A(n),Red-necked pademelon,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4794,A(n),White-nosed coati,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4795,A(n),Black-cheeked white-nosed monkey,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4796,A(n),Western rock wallaby,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4797,A(n),Ruffed lemur,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4798,A(n),Margay,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4799,A(n),Lesser white-nosed monkey,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4800,A(n),Campbell's monkey,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4801,A(n),Rock hyrax,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4802,A(n),Moustached monkey,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4803,A(n),Crowned guenon,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4804,A(n),Gray dorcopsis,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4805,A(n),Golden-crowned sifaka,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4806,A(n),Alpine marmot,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4807,A(n),Spotted cuscus,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4808,A(n),Striped skunk,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4809,A(n),Yellow-bellied marmot,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4810,A(n),Marbled cat,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4811,A(n),White-tailed mongoose,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4812,A(n),Springhare,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4813,A(n),Quokka,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4814,A(n),Sooty agouti,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4815,A(n),Southern naked-tailed armadillo,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
4816,A(n),Molina's hog-nosed skunk,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4817,A(n),Marsh mongoose,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4818,A(n),Agouti,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4819,A(n),Red-bellied monkey,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4820,A(n),Rufous 'rat'-kangaroo,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4821,A(n),Owston's palm civet,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4822,A(n),Fisher,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4823,A(n),Red uakari,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4824,A(n),Mountain brush-tailed possum,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4825,A(n),Brown lemur,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4826,A(n),Common palm civet,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4827,A(n),White-tailed jackrabbit,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4828,A(n),Large bamboo rat,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4829,A(n),Spectacled hare-wallaby,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4830,A(n),Small Indian civet,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4831,A(n),Kinkajou,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4832,A(n),Long-snouted mongoose,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4833,A(n),Oriental small-clawed otter,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4834,A(n),Virginia opossum,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4835,A(n),Tree hyrax,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4836,A(n),Papuan mountain wallaby,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4837,A(n),Brown-bearded saki,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4838,A(n),Black uakari,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4839,A(n),White-nosed bearded saki,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4840,A(n),Hairy-rumpted agouti,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4841,A(n),Pale fox,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4842,A(n),Sand cat,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4843,A(n),Brush-tailed porcupine,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4844,A(n),Northern naked-tailed armadillo,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4845,A(n),Indonesian porcupine,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4846,A(n),Mexican agouti,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4847,A(n),Corsac fox,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4848,A(n),White-faced capuchin,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4849,A(n),Azara's agouti,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4850,A(n),Guyanan agouti,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4851,A(n),Brown capuchin,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4852,A(n),Ring-tailed lemur,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4853,A(n),Weeping capuchin,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4854,A(n),Gray cuscus,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4855,A(n),Crowned lemur,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4856,A(n),Yellow-throated marten,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4857,A(n),Black lemur,"weighs, on average,",3,kilograms,NA,NA,NA,NA,monarch
4858,A(n),White-fronted capuchin,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4859,A(n),Bush hyrax,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4860,A(n),Indian spotted chevrotain,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4861,A(n),Ground cuscus,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4862,A(n),Swift fox,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4863,A(n),Banded palm civet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4864,A(n),Brush-tailed possum,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4865,A(n),Indian fox,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4866,A(n),Cape hare,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4867,A(n),Chinese pangolin,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4868,A(n),Grison,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4869,A(n),Aye-aye,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4870,A(n),Small-toothed palm civet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4871,A(n),Striped-necked mongoose,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4872,A(n),Royal antelope,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4873,A(n),Little spotted cat,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4874,A(n),Panther genet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4875,A(n),Mongoose,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4876,A(n),Andean hairy armadillo,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4877,A(n),Central American agouti,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4878,A(n),Black-footed cat,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4879,A(n),Banded hare-wallaby,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4880,A(n),Mongoose lemur,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4881,A(n),Kit fox,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4882,A(n),Hairy armadillo,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4883,A(n),Asian long-tailed porcupine,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4884,A(n),Black giant squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4885,A(n),Mexican tree porcupine,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4886,A(n),Indian giant squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4887,A(n),Asiatic brush-tailed porcupine,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4888,A(n),Black-legged mongoose,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4889,A(n),Burmese ferret badger,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4890,A(n),African palm civet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4891,A(n),Hog-nosed skunk,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4892,A(n),Island gray fox,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4893,A(n),Small-spotted genet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4894,A(n),Crab-eating mongoose,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4895,A(n),Large-spotted genet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4896,A(n),Old World rabbit,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4897,A(n),Monk saki,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4898,A(n),Hodgson's giant flying squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4899,A(n),Red-bellied lemur,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4900,A(n),Slender-tailed cloud rat,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4901,A(n),Red giant flying squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4902,A(n),Hairy tree porcupine,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4903,A(n),Greater bamboo lemur,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4904,A(n),Tasmanian bettong,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4905,A(n),Ruddy mongoose,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4906,A(n),Beech marten,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4907,A(n),Red and white giant flying squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4908,A(n),Scaly-tailed possum,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4909,A(n),Indian giant flying squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4910,A(n),Japanese giant flying squirrel,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4911,A(n),Long-footed potoroo,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4912,A(n),Abyssinian genet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4913,A(n),Snowshoe rabbit,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4914,A(n),Brindled bandicoot,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4915,A(n),Short-nosed echidna,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4916,A(n),Malagasy civet,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4917,A(n),Mountain viscacha,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4918,A(n),Southern opossum,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4919,A(n),Pichi,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4920,A(n),Woylie,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4921,A(n),La Plata three-banded armadillo,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4922,A(n),Gambian rat,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4923,A(n),Brown's hutia,"weighs, on average,",2,kilograms,NA,NA,NA,NA,monarch
4924,A(n),Guianan saki,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4925,A(n),Seven-banded armadillo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4926,A(n),Golden bamboo lemur,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4927,A(n),Potoroo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4928,A(n),Short-tailed mongoose,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4929,A(n),Talapoin,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4930,A(n),Muskrat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4931,A(n),Rusty-spotted cat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4932,A(n),Greater gliding possum,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4933,A(n),Bamboo lemur,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4934,A(n),Banded mongoose,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4935,A(n),Rufous hare-wallaby,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4936,A(n),Burrowing bettong,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4937,A(n),Flying lemur (glider),"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4938,A(n),Giant rat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4939,A(n),European pine marten,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4940,A(n),Rabbit-bandicoot or bilby,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4941,A(n),Small-eared galago,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4942,A(n),Hispaniolan hutia,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4943,A(n),Fennec,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4944,A(n),Riverine or bushman rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4945,A(n),Moonrat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4946,A(n),Duck-billed platypus,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4947,A(n),Peruvian mountain viscacha,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4948,A(n),Rufous spiny bandicoot,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4949,A(n),Nabarlek,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4950,A(n),Malagasy giant rat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4951,A(n),Southern bushy-tailed olingo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4952,A(n),Olingo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4953,A(n),Marsh cottontail rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4954,A(n),Potto,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4955,A(n),Gray monk saki,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4956,A(n),Northern bettong,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4957,A(n),Three-banded armadillo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4958,A(n),Equatorial saki,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4959,A(n),Pale giant squirrel,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4960,A(n),Indian flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4961,A(n),Eastern cottontail,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4962,A(n),Mountain beaver,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4963,A(n),Black-tailed prairie dog,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4964,A(n),Coppery titi,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4965,A(n),Greater galago,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4966,A(n),Quoll,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4967,A(n),Sable,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4968,A(n),Servaline genet,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4969,A(n),Lemuroid ringtail possum,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4970,A(n),Black-footed ferret,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4971,A(n),Ringtail,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4972,A(n),Cuban solenodon,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4973,A(n),Japanese marten,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4974,A(n),Blanford's fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4975,A(n),Haitian solenodon,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4976,A(n),Little grison,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4977,A(n),Hooded skunk,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4978,A(n),Rock cavy,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4979,A(n),South American squirrel monkey,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4980,A(n),"Striped polecat, zorilla","weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4981,A(n),White-eared opossum,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4982,A(n),New England cottontail rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4983,A(n),Cacomistle,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4984,A(n),Tenrec,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4985,A(n),Black-footed tree rat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4986,A(n),Audubon's cottontail rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4987,A(n),Gunnison's prairie dog,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4988,A(n),Slow loris,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4989,A(n),Western quoll,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4990,A(n),American marten,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4991,A(n),Lemurine night monkey,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4992,A(n),Noisy night monkey,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4993,A(n),Large flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4994,A(n),Chaco tuco-tuco,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4995,A(n),Greater long-nosed bandicoot,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4996,A(n),Golden-bellied water rat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4997,A(n),Ring-tailed possum,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4998,A(n),Azara's opossum,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
4999,A(n),Leeser hairy armadillo,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5000,A(n),European polecat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5001,A(n),Dusky titi,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5002,A(n),Northern night monkey,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5003,A(n),Javan mongoose,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5004,A(n),Eastern fox squirrel,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5005,A(n),Malagasy ring-tailed mongoose,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5006,A(n),Bolivian titi,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5007,A(n),Long-nosed cusimanse,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5008,A(n),Central American squirrel monkey,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5009,A(n),Red-tailed sportive lemur,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5010,A(n),Meerkat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5011,A(n),Spectacled flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5012,A(n),Acouchi,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5013,A(n),Long-nosed bandicoot,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5014,A(n),Nuttall's cottontail rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5015,A(n),Crested rat,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5016,A(n),Western European hedgehog,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5017,A(n),Algerian hedgehog,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5018,A(n),Guinea pig,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5019,A(n),Eastern European hedgehog,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5020,A(n),Abert's squirrel,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5021,A(n),Southern brown bandicoot,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5022,A(n),Water opossum (yapok),"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5023,A(n),Weasel sportive lemur,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5024,A(n),Banded linsang,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5025,A(n),Brush rabbit,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5026,A(n),Narrow-striped mongoose,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5027,A(n),Comoro black flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5028,A(n),Gray-headed flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5029,A(n),New Guinean bandicoot,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5030,A(n),Black flying fox,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5031,A(n),Ferret badger,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5032,A(n),Rock squirrel,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
5033,A(n),Bahamian hutia,"weighs, on average,",1,kilograms,NA,NA,NA,NA,monarch
